Actual,Predicted
1095.0000000000002,4731.357
2929.9999999999995,4373.4014
3215.0,3846.188
3447.9999999999995,4030.7
5760.0,4130.811
5101.0,5138.077
4310.000000000001,5699.156
4285.000000000001,6429.202
6087.999999999998,7042.094
3045.0,6933.707
2968.0,7196.415
1048.0000000000002,6983.503
5264.999999999999,5358.7305
1362.9999999999998,4820.2246
900.0000000000001,4429.14
1895.0000000000002,3888.476
2440.0,3967.0059
895.0000000000001,3361.9175
459.99999999999983,3137.833
1599.9999999999998,2536.87
1150.0000000000005,2151.001
839.9999999999998,1608.9293
1044.9999999999998,1433.8373
140.00000000000026,1544.4674
2105.0000000000005,1433.0636
910.0000000000002,1813.0502
2090.0000000000005,2149.6265
1759.9999999999995,2408.5054
2415.0,3793.0522
1945.0000000000007,4575.464
310.0000000000001,5020.339
799.9999999999995,4726.717
2205.0,3151.7253
2139.9999999999995,2324.2673
1429.9999999999998,1773.3822
4365.0,2216.9766
940.0000000000005,3586.2593
745.0000000000005,4550.856
3490.0000000000005,4450.7207
1950.0000000000007,5576.533
1955.0000000000007,3729.228
669.9999999999999,3502.1355
2929.9999999999995,3382.7104
890.0000000000001,3011.818
775.0000000000006,3123.2698
1022.4999999999998,2302.1091
844.9999999999998,1898.0515
415.00000000000017,1658.3702
550.0000000000005,1332.2767
1065.0,1344.151
292.5,854.35223
609.9999999999995,952.47736
977.4999999999994,1223.9482
359.99999999999983,1314.1844
1155.0000000000005,1372.9746
1955.0000000000007,1763.2803
2262.5,2389.309
2937.4999999999995,2717.491
4370.0,4013.997
1979.9999999999995,4820.6357
1414.9999999999998,5476.096
1650.0,6154.906
225.0000000000002,6246.29
854.9999999999999,4583.55
1455.0,3463.864
3945.0,2633.8628
1885.0000000000002,2273.9968
1199.9999999999995,3599.288
1194.9999999999995,4551.8804
1409.9999999999998,5659.0703
2164.9999999999995,4264.231
2769.9999999999995,3064.9194
1910.0000000000005,2962.0547
1349.9999999999993,2739.7114
839.9999999999998,4287.4404
2630.0,4332.622
1920.0000000000005,3915.013
1170.0000000000007,3439.3186
2569.9999999999995,2756.229
740.0000000000003,3396.682
1794.9999999999998,3151.0051
1349.9999999999993,3053.175
2290.0000000000005,3016.7878
2255.0,2150.6877
1044.9999999999998,2863.6394
2169.9999999999995,2799.3518
1584.9999999999995,3105.27
3790.0,3240.5042
1480.0000000000002,3312.5713
1075.0,4000.4785
1245.0,3490.554
1515.0000000000005,3589.0295
2085.0000000000005,2686.9158
4255.000000000001,2055.7937
1434.9999999999998,2695.3286
1840.0,2940.5464
984.9999999999994,4268.941
1150.0000000000005,5096.4355
3314.9999999999995,3418.6257
5015.0,3230.038
2210.0,3747.4568
2235.0,4271.36
799.0599999999995,5834.4673
780.4300000000002,3893.6707
933.5799999999994,2888.96
684.3000000000004,2067.4717
701.2600000000004,1560.288
522.94,1526.3765
629.3699999999995,1504.5159
404.67000000000024,1481.8336
400.05000000000024,1469.5693
428.1200000000001,1442.678
443.65000000000003,1321.7288
329.44000000000017,1079.7966
349.45,1036.1511
513.9000000000007,1004.30176
380.79999999999984,991.8437
379.21999999999997,994.33636
495.5299999999999,867.00275
379.2099999999997,889.4809
398.51999999999987,912.2672
350.5399999999999,922.53296
315.1199999999998,924.9099
459.75000000000034,874.40015
341.35,865.00684
456.53000000000014,739.3012
266.26999999999975,638.3635
383.0900000000002,687.27655
417.6199999999998,723.2088
217.26999999999995,806.36633
360.68999999999977,817.5852
294.2700000000002,772.3078
218.7100000000003,794.6039
231.90000000000032,704.14136
248.01000000000025,710.09406
249.48000000000016,754.02313
237.63000000000017,720.24286
181.42999999999995,750.61633
263.7200000000002,769.3457
229.53999999999985,842.79266
222.50000000000017,947.83923
285.36,1000.66095
231.32999999999998,1074.706
433.5500000000003,1133.2139
2173.15,1148.8993
2364.100000000001,1962.403
5236.110000000001,3881.1912
13808.22,5549.7017
26132.28,7224.288
5855.309999999999,13233.231
396.63000000000005,25323.84
143.7099999999998,32940.51
209.1899999999999,24702.566
173.52999999999997,14380.212
130.09999999999988,7050.6396
159.01999999999984,5753.459
107.8699999999998,3494.8513
262.27000000000027,1503.161
173.71,1572.1038
218.2899999999998,1219.2073
130.91999999999973,889.581
285.52000000000015,1077.1753
186.82999999999996,1195.0441
134.40999999999997,1231.2402
165.26999999999987,1256.4138
249.82999999999998,1202.0929
99.62,1107.3368
56.06000000000004,954.36414
144.24999999999994,873.1506
142.5600000000001,708.95374
136.0000000000001,482.46518
175.34000000000003,410.81656
197.17000000000016,619.8799
144.66999999999982,738.4261
161.55000000000007,722.1686
117.95000000000023,746.89233
130.36999999999995,883.44885
96.79000000000012,891.8695
285.4300000000001,729.22003
139.97999999999973,825.61194
220.6599999999999,886.0338
160.28000000000011,868.79846
179.99000000000024,824.2661
281.1900000000001,932.96783
202.88999999999973,941.61993
187.31000000000026,958.8826
60.64000000000018,892.41693
94.69000000000005,921.7645
199.09999999999982,1024.6097
104.51000000000008,959.2454
60.89999999999997,716.0507
116.50000000000024,584.7122
136.69000000000008,709.7391
435.4900000000003,838.3002
562.2700000000003,941.8111
687.5799999999998,1385.2013
2246.4899999999993,1837.8961
1254.4300000000003,2156.4543
2780.4799999999996,2881.3
5115.51,4290.879
13232.070000000002,5254.83
5477.960000000001,6853.873
294.34000000000026,12282.763
187.08000000000007,19337.229
46.549999999999955,17963.277
35.260000000000005,8105.3237
121.49000000000001,4645.285
110.58000000000007,3191.041
41.369999999999884,1459.046
18.77999999999972,1468.113
-11.259999999999737,985.42676
0.9499999999997395,519.88885
31.509999999999984,278.1869
-12.970000000000114,217.3983
2.5000000000000155,214.66118
-15.000000000000094,694.04846
20.04,838.3821
12.249999999999956,1018.2032
-2.5000000000000155,932.66876
0.019999999999937155,988.3043
12.159999999999936,860.6547
-2.6600000000001183,774.23615
-5.9999999999999165,754.9853
7.339999999999944,699.31726
0.9999999999998851,797.07574
96.50000000000011,756.3493
99.43999999999996,820.33276
55.1100000000003,728.999
108.84999999999975,710.583
196.90999999999977,832.6153
50.48000000000001,1052.0706
8.060000000000104,911.9057
21.729999999999837,916.1941
21.839999999999794,975.2182
15.000000000000094,962.777
-0.7900000000002423,643.75323
19.98000000000019,317.49728
29.139999999999862,641.3646
43.99999999999979,878.38293
123.19999999999978,835.25745
114.40000000000018,809.57416
130.2000000000002,621.02545
211.19999999999996,228.25572
52.79999999999999,381.36496
61.60000000000019,365.70688
59.79999999999979,230.3375
88.00000000000018,165.79886
59.79999999999979,428.82947
52.79999999999999,536.4819
96.79999999999978,499.29874
8.8000000000002,413.56668
184.79999999999995,334.72873
147.79999999999998,292.5928
131.99999999999997,443.6437
94.99999999999999,736.5446
95.50000000000023,882.06274
96.79999999999978,655.89014
114.40000000000018,667.96075
123.19999999999978,670.707
152.99999999999997,537.9161
96.79999999999978,536.149
96.79999999999978,505.01093
114.40000000000018,525.1771
114.40000000000018,567.4587
119.6000000000002,618.4067
6.999999999999801,625.7793
114.40000000000018,571.0202
272.8000000000001,592.93005
116.0,865.4749
123.19999999999978,892.3129
149.59999999999977,901.1354
131.99999999999997,958.9749
123.19999999999978,1174.0197
147.79999999999998,1073.7347
61.60000000000019,978.8733
123.19999999999978,847.30334
35.200000000000195,866.56586
114.40000000000018,706.97076
88.00000000000018,845.5727
79.19999999999999,1023.58246
105.59999999999998,1048.3466
79.19999999999999,1348.7177
290.3999999999999,1354.751
281.59999999999974,1617.3838
154.79999999999978,1536.806
123.19999999999978,1492.3374
43.99999999999979,1147.9215
70.39999999999978,908.04126
211.19999999999996,574.52313
96.79999999999978,420.47772
211.19999999999996,-52.63829
140.80000000000018,132.64145
68.6,281.3323
123.19999999999978,493.49423
184.79999999999995,487.47
88.00000000000018,551.08545
35.200000000000195,272.11584
43.99999999999979,204.57483
112.59999999999978,123.28975
66.8000000000002,198.1566
114.40000000000018,346.06857
105.59999999999998,332.56894
131.99999999999997,295.34293
70.39999999999978,173.5993
61.60000000000019,121.908844
35.200000000000195,230.55074
43.99999999999979,558.488
35.200000000000195,725.96155
43.99999999999979,728.0472
88.00000000000018,517.8019
35.200000000000195,352.4439
52.79999999999999,182.5063
61.60000000000019,104.87763
26.399999999999995,37.607094
61.60000000000019,241.70073
52.79999999999999,235.90144
26.399999999999995,313.9683
70.39999999999978,440.29285
123.19999999999978,312.6693
88.00000000000018,402.4232
167.20000000000016,378.42892
70.39999999999978,682.511
61.60000000000019,880.34894
123.19999999999978,920.18335
43.99999999999979,1127.8138
43.99999999999979,1044.564
70.39999999999978,995.4559
140.80000000000018,801.95184
52.79999999999999,744.84174
52.79999999999999,615.8061
88.00000000000018,686.1466
79.19999999999999,881.35406
8.8000000000002,804.2949
105.59999999999998,726.06036
158.39999999999998,740.34406
237.59999999999997,1087.367
220.00000000000017,1587.6682
61.60000000000019,1581.6556
26.399999999999995,1353.3921
43.99999999999979,892.1738
26.399999999999995,439.53348
80.19999999999987,812.6701
99.00000000000013,667.99457
63.00000000000003,402.32047
116.99999999999989,297.58334
99.00000000000013,137.67227
26.999999999999925,-42.09293
45.000000000000284,70.053246
45.000000000000284,276.0934
99.00000000000013,436.0916
63.00000000000003,447.91254
72.00000000000021,330.83698
45.000000000000284,258.30804
63.00000000000003,221.94022
80.99999999999977,250.49069
108.00000000000031,323.63855
99.00000000000013,393.1365
53.99999999999985,380.71353
63.00000000000003,317.5779
45.000000000000284,373.27457
108.00000000000031,521.5662
72.00000000000021,629.4357
99.00000000000013,593.19794
80.99999999999977,524.93005
72.00000000000021,374.62167
45.000000000000284,330.41568
61.4999999999999,427.2054
53.99999999999985,525.8429
72.00000000000021,556.56744
72.00000000000021,480.17926
45.000000000000284,378.71497
108.00000000000031,248.05786
116.99999999999989,269.42163
143.9999999999998,286.15768
89.99999999999996,587.3466
53.99999999999985,926.5587
99.00000000000013,965.9731
89.99999999999996,994.5132
143.9999999999998,978.34406
53.99999999999985,1024.1013
89.99999999999996,929.864
7158.339999999999,872.1688
11460.71,4197.175
8635.43,6407.4507
4571.92,8728.701
5124.029999999999,7460.582
6556.5199999999995,7561.872
5955.739999999999,6918.1943
5718.299999999999,6118.2803
7209.009999999998,6090.877
4802.13,7307.382
5404.419999999999,7151.42
5649.649999999999,7267.763
7108.820000000001,7243.2505
12569.43,7052.2207
10213.689999999999,7205.725
6532.010000000001,11675.561
6062.569999999999,15320.776
5806.109999999999,19832.232
7809.5199999999995,13975.256
10299.29,8662.299
7624.75,7920.7734
5054.06,7954.3755
5098.68,7876.53
4899.2,7485.561
4652.76,6496.093
4984.830000000001,5249.0596
5124.16,4755.3765
5403.009999999999,4995.48
4413.98,5742.5015
3843.2,6434.022
3579.810000000001,6848.66
3297.3500000000004,6002.099
3664.62,5151.3887
3711.7999999999997,4661.506
3282.4,4370.0986
4422.6,4202.184
4778.499999999999,5181.359
4766.699999999999,5746.0063
5508.37,6126.4683
4128.7,6392.4297
5234.449999999999,6391.205
5344.49,6391.2153
4806.19,6391.6533
5059.35,6711.8096
6458.25,6808.81
8680.92,6904.82
16237.37,6715.769
3496.0799999999995,9840.273
2569.08,13822.417
3526.75,18525.475
3497.76,14256.197
3179.24,6495.114
4539.29,5420.8633
8190.419999999999,5006.9214
8649.629999999997,5668.2134
3745.37,10103.24
3801.25,14305.744
3945.28,16792.441
4009.7499999999995,13255.722
3965.67,6338.901
4357.5,5230.664
4159.36,4447.9736
4922.790000000001,4994.384
6513.0999999999985,5612.7
4452.79,6034.335
8712.459999999997,6354.381
7329.83,6943.784
4487.620000000001,8448.01
4614.789999999999,7103.187
4278.43,7327.954
5380.21,6932.115
7825.589999999999,5749.865
6312.549999999999,6261.7974
3580.530000000001,6632.536
3058.38,6577.352
3168.04,6560.0605
3475.309999999999,5444.034
3195.4300000000007,4397.7324
3388.340000000001,4022.5764
3703.51,4188.234
3445.8900000000003,4354.3955
3229.69,5318.627
3471.7900000000004,5864.149
3955.909999999999,6152.123
4349.49,6390.3623
4507.73,6390.6484
4755.03,6390.742
4434.999999999999,6391.1997
4199.63,6391.205
4793.9,6391.205
4220.08,6391.2075
3280.84,6546.548
5079.77,6513.817
5088.949999999999,6798.4756
5160.5,6947.81
4864.07,6707.3525
6854.009999999999,6594.95
8829.91,6488.867
15185.59,6902.664
6920.47,10717.748
4240.399999999999,14856.156
3370.6599999999994,19773.95
3875.669999999999,17146.477
4544.089999999999,10459.118
6596.81,5840.2393
6617.65,5695.4683
10570.42,5982.0737
3368.369999999999,11157.798
3373.09,14965.918
4151.499999999999,12704.214
4168.74,11541.136
4053.3199999999997,6604.3643
4403.61,5850.0215
6391.549999999999,5294.5728
4302.03,6153.1084
4376.97,6347.221
4392.08,6437.452
6333.920000000001,6464.1694
10152.449999999999,6719.877
7885.94,6569.5684
5294.71,7254.0205
4667.57,9324.053
6018.829999999998,12443.938
7925.58,9537.766
7594.51,7887.482
4681.189999999999,7270.971
4513.77,7156.1177
4385.09,7217.064
4671.909999999999,6752.738
4327.94,5777.9253
4722.54,5303.224
5435.71,5091.7773
4681.31,6034.2256
4749.669999999999,6283.6265
4369.47,6390.2114
4163.320000000001,6426.9136
3944.810000000001,6671.25
4531.07,6364.7905
4492.47,5765.844
5657.02,5715.023
5542.05,5968.2334
5149.800000000001,6189.0537
5866.27,6421.7407
21646.18,6397.386
21266.499999999996,7350.904
23361.4,11439.86
21330.12,15476.353
20481.519999999997,22480.607
16938.5,21350.172
15000.79,21811.918
14009.0,19180.998
16528.1,20506.545
16973.71,23970.32
12576.54,24388.19
12826.31,22165.729
14054.499999999998,17068.154
18587.439999999995,13286.448
14945.25,12533.91
15761.98,15679.596
14608.66,15289.164
15619.640000000001,17534.377
13497.62,15997.132
15934.02,16279.789
16475.42,15434.249
16999.14,14214.8
19413.62,15916.225
18001.219999999998,17290.291
16122.92,19184.648
17280.319999999996,19914.844
16689.02,19639.672
18332.71,19536.22
15401.84,19421.76
15839.58,19765.66
14514.639999999998,17419.787
14380.34,15535.44
12540.34,13593.24
12383.119999999999,12149.644
11835.100000000002,11120.891
11541.9,10461.872
9140.99,10245.573
8968.58,10114.018
9708.199999999999,10206.83
12513.219999999998,10269.157
11564.7,10196.407
8246.57,10602.152
23070.880000000005,8704.194
14259.74,13221.042
10054.82,15787.445
9736.86,19220.523
15799.62,22067.47
5406.819999999999,16883.477
10441.749999999998,15231.133
11330.34,14405.694
7861.899999999999,14666.58
8499.179999999998,15793.022
10562.56,14205.089
14928.559999999998,13205.273
15624.14,12932.427
14263.62,17056.863
15121.869999999999,18924.0
14695.500000000002,20077.35
10908.04,21347.092
12279.989999999998,17524.2
11061.82,15796.954
12288.1,12489.756
9950.55,12656.34
9446.75,12525.689
8429.249999999998,12267.179
9477.12,11029.334
7748.259999999998,10108.345
9330.459999999997,10142.696
7378.689999999999,10123.32
8001.099999999999,10122.916
8393.969999999998,10694.92
11460.27,8726.127
9460.45,7555.0015
10712.98,7293.2075
8710.039999999999,7528.7383
7349.36,9006.867
8545.4,8823.906
10882.269999999999,7677.0977
14345.08,7685.69
12629.57,7332.276
13286.3,8995.736
14292.849999999999,14105.975
13616.909999999998,17899.832
14973.02,21710.21
10982.369999999999,20757.557
9918.959999999997,17727.174
11068.920000000002,14549.555
10737.6,12412.408
14144.880000000001,10656.328
12043.57,11018.226
9306.39,11068.86
8199.389999999998,9708.008
11093.829999999998,8077.5234
10540.23,9508.176
26104.93,9284.4795
12089.780000000002,12829.79
9789.97,16861.068
11664.36,18423.406
16463.4,21443.186
20836.24,16292.835
10146.4,16473.97
9454.889999999998,17044.293
9995.139999999998,17300.059
7368.339999999998,20343.18
13729.28,15108.604
16959.03,13607.002
15844.3,12989.196
16609.11,12267.578
15436.29,16646.574
12645.019999999999,18041.318
13324.869999999999,21788.1
11755.44,19748.188
9821.199999999999,15775.71
11790.62,14681.001
10937.34,13714.813
11297.55,15468.239
9083.659999999998,14602.687
12847.87,12883.2
10944.74,11838.096
10887.149999999998,8955.7295
9989.369999999999,7598.465
11159.34,7575.692
9963.879999999997,7401.1797
8700.079999999998,7484.552
11863.13,9509.05
10797.06,11079.007
11497.35,9003.047
11467.96,7495.238
12631.249999999998,7936.109
10808.87,9756.525
12956.66,11720.622
12603.37,13067.982
11217.56,13067.939
11731.8,10430.611
10808.44,10648.225
10408.099999999999,9685.463
9202.879999999997,9687.388
9027.84,11101.715
9280.19,10447.802
10911.68,10459.66
8523.439999999999,10876.493
7740.949999999999,11070.857
9076.239999999998,11117.302
163571.09,9003.541
170582.14,19464.871
177836.44,29949.26
130327.03,56082.836
128959.52999999998,101422.89
119818.42,101422.89
107122.68,84683.266
84559.82,68655.59
94720.93,59065.242
81833.43,51847.996
99881.74,53718.95
90471.34,53504.652
84092.89,51115.906
81284.87,49012.754
86265.85,57278.152
67971.47,60169.0
73908.74,59641.633
86410.40000000001,60029.84
85622.24000000002,51240.87
94462.5,45651.332
90088.62,48233.617
85561.12,56991.777
88092.49,65708.43
88429.68000000001,74830.195
88464.24,76704.91
94110.76,82186.25
91643.49,88965.75
78424.69,98301.13
87899.94,100226.76
76278.96,99564.67
75318.88,85929.9
82173.7,74110.99
74568.12,60023.836
52426.94000000001,48736.55
70742.27,45651.332
67727.1,45651.336
59401.93,39213.223
60545.53,32973.01
65722.05,34340.37
66337.55,34952.555
75509.88,45842.266
59615.23000000001,53407.06
627962.93,59732.95
66617.39,58950.02
100271.2,56404.137
133768.94,49862.047
229483.77,45234.84
49797.909999999996,21265.549
44243.66,20677.412
55818.63,22709.85
52948.54000000001,26613.062
59467.78,23112.469
85639.54000000001,20261.842
102956.84000000001,21254.346
95235.01,27316.254
109261.32,27144.656
110241.23,28682.283
101503.10000000002,34983.086
70763.9,39975.297
79415.35,44802.7
74942.82,45566.21
72146.34,51080.164
69731.9,51448.81
66106.43,51513.895
66552.52,45621.24
66833.3,47499.16
73401.82,45504.312
58972.75000000001,43730.625
56864.62,49631.59
56280.56,52302.586
50569.12,51618.688
67391.58,47715.246
69574.75,44710.723
50859.88,45850.12
61014.83000000001,49439.277
64495.17999999999,59023.695
58607.73,64954.953
51857.73,62417.59
70715.63,63133.117
70933.04,59181.137
74008.17,60676.32
59676.99,64530.473
60990.73,62236.68
77293.22,69085.85
68542.72,70460.31
65075.6,68201.71
74257.53,63982.203
67803.58,64403.25
82828.84000000001,72982.086
100761.89,74201.89
91000.51,74200.97
76095.11,66527.62
110253.92,57528.926
92764.63000000002,54699.473
649770.18,55631.137
105459.33,57889.184
84718.17000000001,54203.504
113554.86,50594.59
185794.28,45121.082
112986.02,19569.918
59549.54000000001,19057.04
47716.80000000001,21636.701
57943.49999999999,24588.373
58255.350000000006,26473.41
79179.66,25845.766
113478.2,25588.553
98937.49,35050.684
97682.46,35170.316
73374.27,34383.47
72430.02,37184.457
78323.2,46614.137
45883.72,41593.227
59063.27,46854.312
69518.58,54642.566
60793.380000000005,54853.844
62196.63,53423.387
43363.86,52492.73
63709.99,50252.875
64826.619999999995,48521.516
62274.31,52605.746
51403.51000000001,48996.97
58012.79,53156.984
74877.86,57984.547
63227.79,59327.207
68463.27,70424.69
54191.42999999999,72228.71
81484.68,73575.49
57295.65,74830.1
59659.909999999996,75214.66
70791.28,67941.414
80195.71,67848.82
66518.43,61605.703
69623.26,62336.09
63287.7,68163.09
76706.52,77854.7
88971.56000000001,72462.85
84173.15000000001,73544.78
74993.81,73497.98
90018.51,74789.06
88776.97,71009.16
87449.92,70614.93
78760.85,70633.53
78390.69,70405.734
28397.4,80502.664
26963.450000000004,66192.0
28704.53,53744.773
24732.48,43343.52
26744.969999999998,37147.086
26620.13,34416.453
26665.89,32303.338
25602.67,30743.504
27533.09,29602.852
26882.94,28975.191
26553.73,27486.459
26387.36,27271.727
26932.41,28035.496
26206.0,27667.998
28074.7,24932.637
26298.530000000002,26049.016
31002.71,24492.459
28480.830000000005,24620.15
26681.4,26523.701
28864.630000000005,27520.123
26074.05,27517.33
28946.47,24839.455
30753.97,23045.387
29238.9,24439.064
31240.96,22219.58
31112.78,24756.455
32854.03,26163.594
29811.0,26931.227
30246.8,27513.502
26576.39,27517.299
26750.69,24868.184
25585.25,27001.105
20476.099999999995,26671.18
20895.75,29831.62
20909.17,29280.807
22073.11,26659.727
21335.62,26330.057
18943.829999999998,23178.17
19659.87,18717.62
21912.27,18032.389
19294.02,18548.02
18299.189999999995,20048.86
32795.7,20585.818
17300.709999999995,20909.988
17058.18,22923.809
18488.29,24409.002
23471.5,25840.996
14837.74,22264.146
20174.41,19549.611
19708.369999999995,20962.898
18363.52,25175.402
15146.79,24691.145
17957.24,27500.217
18805.03,23637.297
20259.34,17812.312
21792.629999999997,18436.54
21392.36,21950.312
18744.29,23858.723
21032.869999999995,23950.27
17962.63,23799.92
19573.92,21155.846
20852.809999999998,20692.766
19141.739999999998,20626.926
21088.229999999996,20422.805
20953.38,20599.521
22128.42,23407.242
19699.4,25080.764
19710.949999999997,25821.367
20720.04,24431.3
22476.51,22833.324
20746.3,21638.535
21109.16,20382.31
21369.029999999995,20382.297
21129.68,20382.791
20263.35,20382.654
19036.349999999995,20384.09
17987.54,20815.115
21110.839999999997,17583.842
25141.99,15696.46
22149.52,17042.508
24123.36,17710.86
28091.539999999997,21915.066
27667.36,22892.207
28055.03,23932.248
22044.56,23062.906
18185.669999999995,22761.947
22655.29,21050.191
20220.519999999997,17876.973
